text,sentiment
good app like it,Positif
Usefull app.. ga perlu antri..,Positif
"it's nice apps but why promo ""buy 1 get 1 free ticket"" is not totally free (add 5000 for normally one ticket)",Positif
"Enak sih, cukup mempermudah beli tiket",Positif
Mau dapet voucher 25K? Atau bahkan beli 2 tiket cuman bayar 15K? Bisa banget loh. Download aja TIX ID. Trus masukkan kode JGA4UH. Cuman bisa sekali loh. Dan pas registrasi. Tapi kalian juga masih bisa dapetin voucher terus menerus. Mau tau caranya? Mangkanya download dulu deh. Guampanggg,Positif
Promo terus yaa ! Wkwkwk,Positif
Transaksi mudah dan aman,Positif
"Easy to use.. yg mau dapet voucher 25k, silahkan masukan kode 0CGM48 in ya..",Positif
sejauh ini oke oke aja aplikasinya.,Positif
Untuk sementara ini bintang 4 dlu.. Coba untuk bioskopnya di tambah lagi seperti cinemax.. Dan untuk aplikasi ini cukup bagus..,Positif
Easy to use & I love it!❤️,Positif
Lots of buy 1 get 1 promos,Positif
Well so far its a good apps,Positif
"App nya simple. Untuk Dana (spt digital cash) ga perlu top-up dulu, lgsg melewati debet ato credit card, jadi ga perlu deposit dana.",Positif
Really Really Useful,Positif
Apik beut,Positif
The simple dan good apps. Very nice,Positif
Userfriendly app 👍👍,Positif
Mantapanjeng,Positif
Bagus ni apps banyak promonya.better daripada apps xxi or cgv.,Positif
I love it as long as the promo continues,Positif
This app is very simple. Easy to use and update with both now showing and coming soon movie. Give more discount please,Positif
Ini adalah segala solusi hidup saya 👌,Positif
Excellent....very helpful!,Positif
mudah dgunakan..dan banyak promonya😂mantaplah buat yg hobi nonton tp budget tbatas..huhaha,Positif
Banyak promo.. Sukak,Positif
Saya suka karena ada promo buy one get one.. He he he,Positif
It's giod,Positif
"Aplikasi dengan fitur yang user frendly, dan cepat, hemat pula dengan promosi buy 1 get 1 nya, semoga seterusnya makin banyak promo2 menarik lainnya :)",Positif
Amazing discount,Positif
Banyak promo. Mantuuul...,Positif
"It helps us a lot , thank you",Positif
Aplikasi yang bagus.. Perbanyak lagi buy one get onenya ya hehehe,Positif
Banyak promo membuat diriku senang,Positif
I enjoy use TIX ID 👍🏻,Positif
Comfortable app.... enjoyable,Positif
Promo terus.... Hahaha,Positif
"Awesomee, love it, semoga konsisten trus banyakin diskon hahaha",Positif
Mantef.. mudah dan byk promonyaa.. thanks,Positif
Lot of promo 😉,Positif
Superb!!!! tinggal ticket yang premiere aja belum ada hehe,Positif
"aplikasi sekuuud, diskon mulu mantaab",Positif
Buy one get one setiap rabu nya di adain lagi dong,Positif
Mantap nih aplikasi,Positif
Promo beli 1 gratis 1 nya habis. Jadi tidak beda dengan yang lain. Bahkan lebih mahal,Negatif
Aq suka promonya ^_^ wkwkwk,Positif
diskonnya banyak,Positif
Great app very helpful,Positif
Useful app with quite a lot benefit.,Positif
"This is simple,, iam soo happy",Positif
App sangat membantu dalam membeli tiket bioskop dan mudah pemakaiannya.,Positif
Bagus cepat dan bs pake visa,Positif
Easy to use and have a good promotion,Positif
Harus lebih dibayakin lagi buy 1 get 1 nya thanks,Positif
Good application. Much benefit. Thank u,Positif
"Great apps, it offers a good alternate ticketing place without minimum payment",Positif
Much better now for booking and payment. Keep up the good works! Thanks,Positif
Mantap 👍👍,Positif
"Gampang banget di gunakan, banyak promo, keren deh pokoknya !!!",Positif
"Not bad lah, membantu banget buat pesan tiket XXI dibanding pake app XXI nya langsung. Banyak promo juga, mantul!!",Positif
Eventnya keren,Positif
"The best app to book a movie for sure, plus the discounts are great!!",Positif
Nice:),Positif
This awesome and help to get much easier and cheaper sometimes..,Positif
"Great apps to book your movie ticket, it also offer discount so you can buy ticket for a cheaper price!! Suitable for movie addict. No hassle and no more queuing at the theater.",Positif
Good app. Easy life.,Positif
Ntaps👍,Positif
Good application. Very useful and the promo is good also.,Positif
I'm satisfied with this app kapan lagi buy 1 get 1,Positif
Wagelaseh membantu banget buat orang2 yg anti ngantri. Very recomended 👍,Positif
Omg i love you to the moon and back 😙,Positif
"First time used this application and get the promo (buy 1 get 1). Please do another promo again, still do that. If you want make difference with another apps.",Positif
"Saya membeli tiket nonton venom buy 1 get 1 sudah terpotong dana tetapi kemudian on process dan tiba2 di cancel dan di refund oleh pihak TIX ID sendiri, besoknya saya tidak bisa membeli tiket baru dengan harga promo. Setelah saya telpon katanya itu kebijakan jika ada refund tidak bisa mendapatkan promo lagi. Itu kan bukan saya yang cancel juga kok promo saya yang hangus. Menurut saya harusnya jangan gitu dong, saya sudah berusaha pesen pagi2 terus direfund sama pihak TIX ID kok rugi di saya. Tolong dong kebijakannya dibenerin lagi. Thanks",Negatif
Cheaper is good,Positif
Membantu sekali applikasi ini!!,Positif
"User friendly, simple. Good app",Positif
Sering2 kasih promo yaaa 😋,Positif
"Banyak promonya tapi cepet"" an hehehe",Positif
Buy 1 get 1 more plz 👍,Positif
"simple app, fast order, n enjoy using app 😊👍",Positif
"Aku Cinta Tix ID, karena dapet promo",Positif
"App yang sangat membantu dengan diskon beli 1 gratis 1, sangat hemat jadinya untuk nonton berdua. Terima kasih tixid",Positif
"Aplikasi'a membantu sekali bisa booking untuk jauh"" hari juga bisa, good lah",Positif
Good app😊,Positif
"I love this app so much, it has easy to operate interface, no laggy, and so many more. The most thing that i like from this app is, the buy 1 get 1 event every new movies launched, thanks Tix.id",Positif
Nice promo 😁,Positif
Have discount 👍,Positif
Very good on buy 1 get 1 ticket promo,Positif
Very good..,Positif
"Tampilan menarik, Banyak promo",Positif
Manthab,Positif
great app easy to use. always a discount on the way,Positif
Bagus banget.nonton jg jadi lebih hemat,Positif
Bagus simple gak ribet sukalah,Positif
Easy to use. Offer bunch of promos,Positif
Get voucher 25k you can use my code Y82WXL,Positif
good ez promo,Positif
Easy to use even for the first time user,Positif
Mantaaaabb!!!!,Positif
This apps was simple and easy to use,Positif
"Mohon bantuannya, Login Nomer handphone dan Password udah benar kok malah gak bisa masuk, trus Reset password, sudah pake password baru, Gagal Login lagi, maksud gimana ini?? Mau beli tiket aja dibuat ribet gini,",Negatif
Paling mudah untuk digunakan,Positif
Excelent app,Positif
"Easy to use, sangat berguna",Positif
Easy to get the ticket,Positif
Aplikasi ini sangat membantu. sangat simple. Reccomended,Positif
Semoga lebih banyak promo,Positif
"Aplikasi terbaik,promo terbaik",Positif
Sangat worth it bisa nonton bioskop dengan harga yang murah tanpa harus ke tempatnya. Bisa beli tiket secara pre order apalagi ada gratis 1 nya. Suka banget sama Tix Id💞,Positif
Like n love TIX ID... And thank u for ur promo...,Positif
aplikasi sip buat booking tiket bioskop,Positif
"Pengoperasian mudah, dan banyak promonya, semoga promonya selalu ada",Positif
Banyak dpt voucher,Positif
sangat membantu dan ketika pembayaran tidak ada minimal top up,Positif
Cukup mudah penggunaannya. Banyak diskon. Mantul tenan,Positif
"Wow, nice",Positif
"still full of promos, i love it",Positif
Aplikasi nya bagus .jd gk antri..tp kuota promo ny kurang .sangat terbatas.,Positif
Make more easier to booked fav seat.,Positif
Good jobs..,Positif
sangat mudah dan dapat voucher potongan harga 645NRU masukan kode agar dapet voucher potongan harga,Positif
Im glad to have it in my phone,Positif
Very helpfull and lot of voucher discount ❤,Positif
"Dengan menggunakan aplikasi ini , saya dan suami jadi sangat terbantu . Terutama untuk memesan tiket nonton bioskop . Sangat praktis sekali dan tidak perlu mengantri . Apalagi ada buy 1 get 1 setiap rabunya :)",Positif
Very good app!,Positif
"Memantul, memang.mantab.betul",Positif
Sayangnya kalau pas promo buy 1 get 1 selalu hang aplikasinya 😅,Negatif
Banyak promo.. Keepup the good deal..,Positif
Easy and a lot of benefit,Positif
Banyakin dong promonya 👍,Positif
App yg bagus sekali sangat membantu bagi para sufi(sukafilm),Positif
Oyi,Positif
Lemooott parah!!!!! Payah 👎👎👎👎👎,Negatif
makasi ya saya bisa nonton murah banget,Positif
Easy to use and quickly. We can choose favourite place.,Positif
Making easy to order tickets,Positif
Buy 1 get 1 setiap Rabu nya Gak Ada lagi kah? Pakai Kode QVC91K untuk Dapatkan Voucher 25k,Negatif
Ga nyampe seminggu udh minta update lagi:(,Positif
Baru donwload dan dapet vocher 25.000.. Yang mau dapat vocher 25.000 bisa masukin kode : 3BWKF5,Positif
Muantaaap reeeek joooossssss,Positif
Praktis dan hemat waktu,Positif
Semoga promonya tidak terhingga hehe,Positif
Alhamdulillah semenjak ada TixId jadi keluar masuk bioskop terus 😅,Positif
"Sangat praktis untuk digunakan, walaupun sering kehabisan promo",Positif
"kenapa promo buy1 get 1 frer ga muncul di akun gua , udah beli 2 kursi gamuncul get 1 free nya , jadi bayar 75000 nih aturan 37500 udah tny csnya ga direspon kan bangsat",Negatif
Niceeeeeeee,Positif
Sering ngeheng sndiri,Positif
asal ada diskon oke lah,Positif
thankyou mtix for give me the free voucher,Positif
I need much promo hihi,Positif
"Good app,",Positif
The best application,Positif
Yuk pake kode undang teman C2RMYB kamu bisa dapet voucher 25rb,Positif
Abal2 aplikaei,Negatif
Sangat Memudahkan Untuk Pesan Tiket,Positif
"Good and convenience app to buy movie ticket, the BOGO is worth the money!",Positif
Mayan lah yaa..,Positif
you must downloaded!,Positif
Its spend to much handphone memory,Negatif
just loving this app,Positif
Simple action for reserved..,Positif
So useful.,Positif
Semakin banyak promo menariknya,Positif
Yuk gunakan kode TP23OD untuk mendapatkan voucher 25.000😍,Positif
"Easy to use, simple book movie, but less promotion now 😑😢 recommended lah 😂",Positif
Mantul pakdhe mantap betul,Positif
Very Good choice if you want to buy cinema tickets and friendly users app,Positif
Overall aplikasi yang sangat membantu,Positif
Who's developer of this app? Goodjob team!,Positif
"easy payment service, I don't need to top up so no credit wasted. pls keep the buy 1 for 2 promotion going and let us enjoy more benefit from this apps. thank you!",Positif
Bagus banget banyak promo,Positif
Great handy app,Positif
Terus menerus byk buy 1 get 1 yaaa 😘,Positif
Sering banyak promo..i love it,Positif
Goodddddddddd,Positif
mantapppp by one get One thx tix,Positif
"Tampilan keren, mudah di gunakan. Mantap",Positif
Good job team,Positif
Banyakin promonya.. Yg Tiap Rabu jgn ilang dong.. Saingan sama promo kartu kredit tuh....,Positif
"Easy use, nice interface. Tq",Positif
The best app for booking the cinema and a lot of discount,Positif
Gud Eah,Positif
Customer service susah dihubungi,Negatif
Semoga buy 1 get 1 ada selalu ^^,Positif
I love your promo..,Positif
Make simple to buy ticket,Positif
"Great app, i can watch any new movie with low price 😂😂😂",Positif
Wow luar biasa buy one get one nya thx banget aplikasinya sangat membantu dan promonya oke banget. Ga nyesel download deh.... Share ke kluarga teman2 biar dapet promonya sukses terus ya....,Positif
Nice app so easy to use,Positif
Good app for easy to get tiket and simple access to use.,Positif
Banyak promo. Tapi Kena biaya charge 2500 mayan banged sih...better dimurahib dikit. Hehe,Positif
Buy 1 Get 1 #MantapSoul,Positif
MantaBP,Positif
promo ticket is good,Positif
Sering2 buy 1 get 1,Positif
Helpul 👍🏻,Positif
Everything is good here! Recommended for all,Positif
Good but the administration fee to expensive for me 😅,Positif
Discount. Make me love you Tix id.,Positif
Sumpah ini ngebantu banget,Positif
THE BEST,Positif
Nice apps love the promo,Positif
Sering kasi bonus voucher heheh,Positif
Upgrade on the system more cause few times i had difficulty to log in..beside that i love this app,Positif
"Praktis untuk pembelian tiket nonton, banyak bonusnya",Positif
cuma pake tix id bisa ngerasain nonton cuma 15rb berdua :),Positif
Enak sih banyak promonya hehe terimakasih ❤,Positif
"Tahu, Melihat, download, transaksi, enjoy. Easy. Top bgt",Positif
Buy 1 get 1 ♥,Positif
"aplikasi bagus tp cara pembayaran ribet banyak pin dan sms tidak penting, customer service buruk menunggu sangat lama tidak bisa membantu",Negatif
Its okay,Positif
"Aplikasi praktis, mudah, sistem bagus. Promo terus ya.. trims",Positif
this application is very helpful,Positif
Very Usefull And Easy,Positif
Awesome and best application booking cinema's ticket.,Positif
Very Nice,Positif
"Msh lumayan sering error, semoga makin baik lg kedepannya",Positif
So lit!,Positif
Very good deal,Positif
"More promo, maybe for food n drink :)",Positif
Terbaiq banget buat anak kosan bisa update nonton film terbaru dengan pengeluaran yang ciamik 👏👏👏,Positif
Terus tingkatkan kualitas 👍,Positif
"Good app, we wait for your more program, Enjoy this app 👍",Positif
Good. Useful for my hobby,Positif
Gratisan,Positif
"Byk promo, dan penggunaannya mudah bgt",Positif
mantap.. banyak promo nya. 😗😗,Positif
I love discount,Positif
Sering banget promo buy 1 get 1. Jadi salah satu fitur unggulannya tix.id.,Positif
nice app i like it,Positif
Love it sooooo much,Positif
Memudahkan sangattt!! Good job,Positif
Nice and easy to use,Positif
Great apps.. Help us to buy movie ticket faster,Positif
Pake ini nontonnya jadi lebih murah dan gampang ga perlu ngantri. Thank you tix ❤,Positif
"More promotion, better server (a little bit slow )",Positif
Banyak promonya and user friendly Recommended banget dahhh..,Positif
Great app. So many discount. love it,Positif
Mantabz,Positif
I love it! Promo mingguan yg buy 1 get 1 di hari tertentu jgn diilangin yaa,Positif
agood app more promo haha,Positif
"Pertama kali daftar aplikasi ini memang agak ribet, karena suruh masukin pass nya berulang kali. Tapi it's oke, kita cuma perlu masukin nama, no hp, dan pass nya aja. Nggak sampe alamat, alamat email dll.. lalu kalau ada voucher, bisa lgsg digunakan saat pertama kali purchase. Sangat memudahkan utk nonton. Bisa pilih bangku sedini mungkin. Buat yg mau dapetin voucher 25rb, bisa masukin ini ya ke bagian kode vouchernya: TGHQJR",Positif
"Hemat waktu, ga pake antri",Positif
"Gampang banget buat transaksinya, csnya pun ramah banget.",Positif
THANK YOU NOW I CAN TREAT MY BOYFRIEND. He is the one who always pay for me when we go watch movies haha just want to treat him sometimes,Positif
app nya kadang suka error klo buat pesan tiket jd kudu diulang lg but overall good apalg banyak promonya 👌,Positif
Much better than my last review. tapi fee admin per tiketnya mahal.,Positif
"Aplikasinya simple, easy to use. Banyakin promo yaa. Hehe❤",Positif
Thumbs up for the promo.,Positif
Thanks for the info,Positif
Katanya setiap hari rabu buy 1 get 1.hari ini ternyata gak ada.payah awal awal saja!!!,Negatif
"Very recommended to buy the tickets, so much voucher and free buy 1 get 1 😍❤️",Positif
Kalau bisa premier juga di Tix 1 get 1,Positif
It is a good app. It helps me getting discount n promo about the coming or playing movie. I had a lot of promo. It works. Thx.,Positif
Very good apps. Saya sudah banyak sekali beli ticket promi XXI lewat TIX. Saya harap promonya ada terus tiap minggu. Thanks,Positif
"apik gampang pemakaiannya, yg disygkan promo hari rabu sdh hilang ya pdhl rabu itu jadwal nntn bareng istri",Positif
Give more promos and discounts,Positif
Veryy usefull apps,Positif
Very easy to use and helpful,Positif
Usefull!! Love it,Positif
Aku cinta TIX ID,Positif
Yes i like it,Positif
Msih blum phm smua,Positif
Masukin kode HIONJC biar dapet voucher 25.000,Positif
Setelah install applikasi langsung nutup. Coba di buka lagi langsung nutup. Keren banget. Itu developersnya ngapain aja ? Sebelum launching itu app gak di test dulu di berbagai OS android ? Samsung a3.,Negatif
"Suka,banyak promo dan mudah untuk transaksi booking dan penukaranya",Positif
perbanyak promo nya🤘🤘,Positif
Parah aplikasinya bagus bgt dan sangat berguna bagi orang yg suka dadakan tbtb mau nonton gt jd gaperlu antri lagi. Dan jangan lupa kalo kalian mau dpt voucher 15rb saat pembelian pertama masukan kode Z6WXAR,Positif
Awesome aplication,Positif
Aplikasinya mudah cuma kali ini mesti ulangi 2x baru bisa,Positif
Like,Negatif
Nice discount voucher,Positif
bintang tiganya karena aplikasinya lemot sms otp yg susah masuk,Negatif
Minta lebih banyak promo lagi,Positif
Cukup user friendly,Positif
"eh gajadi dah , kata temen saya debet doang",Negatif
Simple and usefull,Positif
"Simpel banget, no ribet. Thanks tix id",Positif
Help me a lot to book a ticket for a movie,Positif
Gud bingitss,Positif
So funtastic,Positif
Love it!!! Karna banyak promo,Positif
The best apk to helped me booking the ticket,Positif
Simple app and many promo,Positif
"Good apps, easier way to buy movie tickets",Positif
Sangat terbantu dengan adanya aplikasi ini.. hemat waktu dan uang juga karena tidak perlu antri untuk beli tiket nonton dan promo2nya yang menguntungkan,Positif
"Terus berkembang ya tix id,banyakin terus promoainya",Positif
Nuce apps and easy to use,Positif
Yg penting ada promo terus 😁😁,Positif
"Thanks tix id, transaksi jadi lebih mudah dan banyak promo buy 1 get 1 free 😘 love banget!!!!!",Positif
Saya mengundangmu download TIX ID & dapatkan voucher Rp25.000 setelah berhasil daftar TIX ID & terhubung DANA. Kode: PVBWZG,Positif
It's good for people who don't have time to buy ticket from the cinema directly,Positif
So great,Positif
Good application and easy for checking or booking film,Positif
"I don't understand, I just installed on newest version. When I opened it, It asked to update. Something wrong on the app, or my phone maybe. I'll re-rate when everything normal",Negatif
"Gimme more discount, thank you",Positif
Is the best,Positif
gbisa masuk,Negatif
"I buy ticket but i didnt get the ticket and my money was deducted, very annoying",Negatif
Salah pencet sala beli gk bs refund,Negatif
Give us more promo :),Positif
Aplikasi terbaik buat pesen tiket,Positif
Mudah banget pesen tiket lewat tix id.. Banyak promo jga.. 👍👍👍,Positif
"Dear Dev, saya sebelumnya sudah klik promo buy1 get 1 ticket pada movie 'Venom', tetapi belum menyelesaikan transaksi. Dan disaat saya ingin melakukan transaksi kembali, promo buy1 get1 nya sudah tidak dapat dipakai kembali. Padahal saya belum melakukan transaksi. Apakah bisa diatasi? Terimakasih 😊",Positif
Faster way to buy movie tickets,Positif
MANTAP SOUL PROMONYA,Positif
Gak perlu antri deccc dan suka ada promo hehe,Positif
"User friendly, easy to book and pay with cc",Positif
"sangat memudahkan untuk pembelian tiket bioskop,",Positif
Good apps for booking ticket,Positif
good app good promo,Positif
Lebih banyak lagi promo buy 1 get 1 utk tiketnya,Positif
02VLW8 kode saya,Positif
"Apps User friendly, easy to use",Positif
good app....easy to use.,Positif
Thaaannnkkkssssss gooooooood!,Positif
Jual tiket nonton murah,Positif
"It's easy, simple, and useful. Thank you. :)",Positif
"helpful apps, with bunch of free tickets",Positif
Thankyou.. easy to use.. helpful,Positif
Pertahankan terus promonya,Positif
makin kesini makin jarang promonya,Positif
Bravo App,Positif
LEBIH BANYAK GRATISAN LEBIH MANTABSS,Positif
mantul dah tiap hari rabu buy 1 get 1💕,Positif
Thankyou tix id,Positif
Kapitalis sekaliii 😂,Positif
"Mantep, buy 1 get 1 mulu, banyakin lagi min kek waktu september gitu kan setiap rabu wkwk",Positif
"Pesn tinggal klik klik klik, selesaiii.. Sangat mudah.. Sayangnya kalo pas buy one get one, sering telat tau nya... Dapat yg depan polllll.. Tp gpp.. Murah meriah, sangat worthy !!!!",Positif
Aplikasi yg sangat membantu movie mania,Positif
"Keren, memudahkan dan memanjakan user yang ingin beli tiket. UI simple and look good. UX bagus, keep the good work👍",Positif
Love this apps so much! I really can enjoy watching movies without worrying my pocket😁,Positif
Sering2 yah untuk promo nya,Positif
Banyakin lg promonyaaaa....,Positif
"Sesuai dengan mottonya ""beli tiket ngak pake ngantri"".........betulan ngak pake ngantriiiii😊😊😊",Positif
Aplikasi terbaik dan banyak Bonus nya,Positif
Kualitas aplikasi udah ga diragukan. Mudah2an promonya makin kesini makin banyak,Positif
Best Indonesia online movies ticket app ever.. really help people enjoy milenial lifestyle by bogo promo..,Positif
Great app for easy movie ticket booking. Loves the promo too!,Positif
buy 1 get 1 bravo!!,Positif
"Sudah baik, tapi kurang pemilihan untuk pengisian dana nya. Kalo bisa ada alfamartnya",Positif
"Nice apps, thanks TIX ID!",Positif
"Favorit banget pesen tiket pake TIX ID, mudah dan banyak promo!",Positif
I believe it,Positif
Very friendly app and easy to use. Love it,Positif
Overall sdh bagus... cb ditambah lg utk tipe2 pembayaran jd tidak terbatas hny 1 saja....,Positif
When we succeded created transaction should be give points or something would be more great,Positif
It's very easy to use n very helpful,Positif
"Tidak bisa ganti No.Handphone, anehh... Padahal di aplikasi tix.id sudah terganti dengan No.Hp yang baru. Tapi kenapa saat transaksi pembelian tiket, ada kode OTP yang dikirim ke No.Hp yang lama..?. Dan pada saat masuk ke akun Dana juga gitu.. Sementara No.Hp yg lama sdh terblokir, gk bisa terima kode OTPnya.. Coba Telpon ke CS, katanya tidak bisa.. Jadinya Saldo Dana saya hangus sia sia...",Negatif
"Cepet, gampang. Apalagi ada akun dana. Yang mau dapet voucher, bisa masukin kode 13FRXY",Positif
Banyakin lagi Promo Buy 1 Get 1 Free,Positif
worthy banget untuk mahasiswa wkwkw,Positif
Greaaat,Positif
Transakdi mudah dan banyak promosinya,Positif
"Blm ada masalah sampai saat ini. Yg jelas lebih baik daripada MTIX yg harus punya saldo buat lihat seat dan gak pernah promo. Jangan sampai ada error ya, kalo error ganti bintang 1 nih",Positif
Good app 😘 love it,Positif
Cepat dan responsif app-nya. Sangat rekomended. Moga2 ada bioskop lain yg bisa join ke sini.,Positif
Very Helpful lights app....,Positif
Easy and fast! and.. the disc is so lovelyyy,Positif
One of my the best aplication 👏,Positif
"Aplikasinya mudah dipakai,user friendly dan simpel. Semoga bisa terus lebih baik",Positif
Lebih ditingkatkan lg pelayanannya,Positif
Gooooood,Positif
best app buat beli tiket online nonton di XXI terbaik deh mana banyak promonya,Positif
promonya banyak berkurang,Negatif
Aplikasinya oke dan banyak promo buy 1 get 1 nyaa. Thanks,Positif
Good bnyak diskon,Positif
"Pertahankan kualitas interface, layanan dan yang terpenting promonya hehehe. 😉",Positif
Alhamdulillah .. karena anda .. saya bisa nonton murah ..,Positif
"Helpful and very user friendly, easy to order and multi-payment",Positif
Promo terus mantap 💪 buat para pecinta promo2 di pake tix id nya 🤩🤩🤩,Positif
👌👍🤘,Positif
"Good, tickets booking made easier",Positif
Tulis voucher 9YUZSQ! Dapetin 25k ❤,Positif
i love tix.id,Positif
promo terus biar kami senang,Positif
"Simple. Easy to use. Banyak promo hahaha, overall good!",Positif
Superb. No reason not to watch movie at the cinema anymore 😂,Positif
Diskonnya mantap,Positif
"Well, sebagai seorang yang sebelumnya biasanya membeli tiket secara offline, aplikasi ini cukup membantu. Ditambah promo-promo yang ada, bisa agak ngirit. Terima kasih tix ID. 😊",Positif
Thanks!,Positif
Thanks TIX You're the best😘😘,Positif
"got my second buy 1 get 1 ticket plus 25k voucher, lifes good indeed",Positif
Usefull bngt apa lagi buat mahasiswa,Positif
"bagus banget, gk perlu repot2 dan buru2 ke bioskop, great app",Positif
"Pertama install disuruh update dulu biar bisa dipake. Gua install udah versi terbaru apanya yg diupdate? Udah coba update tetep aja gabisa dipake appnya. Uninstall,gua download lagi tetep aja suruh update. Gimana si",Negatif
Its great,Positif
"Lah, baru aja download, tapi gak bisa masuk aplikasi karena muncul popup untuk update.",Negatif
"Ini mantap, top up gampang, ga ada batasan",Positif
Sejuk,Positif
Worth it sekali,Positif
"Saya beli tiket, trs di cancel sama pihak tix id. Tulisan refunded tp duitnya blm masuk2 juga ke rekening saya. Mengecewakan sekali👎👎👎👎👎👎👎",Negatif
THE BESTTT PROMONYAA,Positif
mudah digunakan dan pemabayarannya juga mudah,Positif
Waktu temenku download app Mau pakai kode undanganku.. halaman untk masukkan kode nya Gak Muncul.,Negatif
Easy to book tickets,Positif
Bagus aplikasinya. Cm agak susah aja kalo hr rabu pesan tiketnya.,Positif
Great App!,Positif
37YU0V untuk yang mau register,Positif
Good discount,Positif
"easy, lot of promos, i love it so much",Positif
Cukup mudah digunakan dan manfaatnya sungguh penuh kemaslahatan. Pakai kode L6ZYFN untuk dapatkan voucher senilai 25rb.,Negatif
"Udah di update, tp tetep gabisa di buka aplikasinya. Disuruh ke playstore terus. Sayang banget",Negatif
Helpfully and i love buy 1 get 1 promo,Positif
It's fast and offers great promos,Positif
"Good app, and easy to pay",Positif
It's good enough.,Positif
Sangat membantu utk beli tiket tanpa harus repot2 nunggu berlama2,Positif
Is really work for me on daily life and movie dating. Lol,Positif
Hari gini harus ngantri tiket... Bye bye antri,Positif
"Aplikasinya OKE..min bisa top up 10000...ga kayak yg sebelah,min 100000..Pembayaran nya mudah, UI yg simple..perbaiki bugs nya, pada saat home screen ketika klik beli tiket, tidak bisa..harus ke menu cinema dlu, pilih tempat , baru bisa beli tiket..",Positif
Greaaaat,Positif
Nice apps.,Positif
mantul. mantap betul. banyakin lagi promonya kalo bisa tiap bulan 👍,Positif
Saya pernah beli ada diskon tapi sekarang saya beli lagi kok ga ada diskon lagi yang presale udh ga bisa lagi,Negatif
"Good application,easy and have a spesial offer😊",Positif
terima kasih!,Positif
"I think this is the best app for watching some movies , because this app make it simple as possible",Positif
"Yang penting diskon terus... bintang 5, man",Positif
"Very nice,, so easy to buy a movies tickets",Positif
That's great,Positif
Update everday,Positif
Keep create many Good Things,Positif
Aku sering dapet promo buy 1 get 1. Lumayan kan🤗,Positif
"Gampang pake, gak perlu nahan² uang, banyak promo",Positif
Mantap promo buy 1 get 1 nya,Positif
"Good app, tapi terlalu sering di upgrade dan wajib buat di upgrade dulu baru bisa dibuka app nya.",Positif
Like the promotion too,Positif
Dengan adanya TIX ID sangat dimudahkan pesan tiket tanpa ribet. TOP deh! Masukkan kode 0FLLKS untuk mendapatkan voucher 25K. Terima kasih.,Positif
"Make us more easier to buy a ticket , no more waiting line",Positif
Helpful apps.thank you,Positif
"Promo di home screen nya buy 1 get 1 free ticket pre-Sale Venom, pas udah dibayar 1 ticket baru muncul popup yang bilang ""Quota buy 1 get 1 free untuk hari ini sudah habis"" Sama aja dgn penipuan. Mending dikasih tau dari awal",Negatif
Apps utk ntn di xxi dgn promo / discount,Positif
I like the promo ✌️,Positif
Byk bonus nya ajib,Positif
Better because many deals when we using it hahaha..,Positif
"Tidak bisa registrasi, selalu sistem bermasalah.",Positif
Great aplication!! I'm so sattisfied,Positif
"This app give me happiness! Its easy to access, easy payment, simple UI!",Positif
Makasih gratisannya,Positif
Aplikasinya sederhana...tpi sangat user friendly...nyaman makenya.. Isi dana nya jg suka2...love it..,Positif
Banyak gratisannya 😘,Positif
The best aplikasi untuk beli tiket online!,Positif
Banyak diskon nya... Jangan lupa pake kode 2FD390 buat yg baru install biar dapet voucher 25 ribu... Happy watching!!!,Positif
Senang !! Hehehe,Positif
Gampang dan bnyk promo :),Positif
Nice app. Kalau kalian pengen dapat bonus bisa masukin kode 662PHX untuk mendapat bonus pembelian 2 tiket 15k.,Positif
Sudah bagus dan untuk kedepannya mungkin lebih ada kejutan menarik lagi dari TIX ID,Positif
always buy 1 get 1 free. Sy nonton 2 org tidak pernah bayar 2 tapi bayar 1.. Hemat bgt! Thanks Tix.id,Positif
Senang dgn promo buy 1 get 1 nya dan tdk seperti mtix hrs top up kelipatan 100rb,Positif
lovebanget!,Positif
Good...😊,Positif
"Bagus, Cepat dan Banyak diskon. Pokok nya TOP 😍😍😍",Positif
"Menarik, banyak promo",Positif
good aplication. help me more,Positif
"Fast, easy, convinient",Positif
banyak promo thanks,Positif
Nc app,Positif
Mudah banyak promo,Positif
"Umm... this app makes people who like watching movies in theaters like me become easier. And what i like best is buy 1 get 1, when movie will premier",Positif
Sering sering ya promonya,Positif
keren. sangat membantu dan banyak promonya.,Positif
This app so helpful,Positif
Niceee aoppp for buy tickets,Positif
Lot of buy 1 get 1 free promo and easy to navigate app good for movie lover,Positif
Thank you...,Positif
Really good app for discount,Positif
I love the discount,Positif
SUPER.,Positif
Good! Please always give promo 😂,Positif
"Nonton film bebas antri, so worth it. Btw here's my code OSBE20",Positif
moga2 semakin banyak promo :v,Positif
I'm so happy with the diskon,Positif
Good apo,Positif
"Sangat membantu , sukses",Positif
Thanks for all,Positif
So far so good. Lebih sering bikin promo buy1 get 1 free nya dong terutama utk film² bagus,Positif
Simpel gk pke ngantri lg...,Positif
I just like the promo. Its awesome,Positif
Great benefit from buy 1 get 1 promo and referral voucher,Positif
Sangat berguna khususnya utk membeli tiket jauh2 hari,Positif
Awesome to have this application,Positif
Seneng bgt sama promo buy 1 get 1 nya!!,Positif
